path,chunk,bytes,sha256,lines,classes,functions,review,spec_ids
src/lava/magma/compiler/subcompilers/py/pyproc_compiler.py,04 Compiler,11306,0071ae67f0d9079856a1c09185f77f2a959f15fbad90713c7ef660f050f5163b,295,4,17,AST and structural risk scan; focused review with cited finding,F08
src/lava/magma/compiler/utils.py,04 Compiler,4408,466bdba84e96c9acb6822587fee544308aafe09b80b224f48491776802f2bfdd,156,13,2,AST and structural risk scan,
src/lava/magma/compiler/var_model.py,04 Compiler,7599,3b8acb73dc3ff38d159065aa0339b90f371f99f162e68d10a3117afbd916afa8,282,23,5,AST and structural risk scan,
src/lava/magma/core/LICENSE,03 Core API,1525,2fc72aaf20ab062a8f6686da676f75dad6d4927b3bc2bb234b32612bd89861c5,29,0,0,inventory and content classification,
src/lava/magma/core/callback_fx.py,03 Core API,2620,aff427ad976c490cc6f761bdfaf5d765d586fc3b1932e197b945be86601e0338,86,4,9,AST and structural risk scan,
src/lava/magma/core/decorator.py,03 Core API,6408,98017726abb27e612967f659729b5be2307386fac520b27fcd5b8b9e4175ad4d,168,0,6,AST and structural risk scan,
src/lava/magma/core/learning/constants.py,07 Learning,2046,83e9a88ee9b6cbdc7f194afb9bc1be3536c5d65c03f424291319f70eea72481e,96,1,0,AST and structural risk scan,
src/lava/magma/core/learning/learning_rule.py,07 Learning,23198,769deb9ecd2114d2bfc2f03307f0d7ccf092fba8efff74e7c7657f825a7fafdf,751,3,48,AST and structural risk scan; focused review with cited finding,F18
src/lava/magma/core/learning/learning_rule_applier.py,07 Learning,12270,8f385cbcc6c5a4031fbe989703a4b2bf1d4042e3c9d61ae72ced400311468ca5,328,3,8,AST and structural risk scan; focused review with cited finding,F19
src/lava/magma/core/learning/product_series.py,07 Learning,23302,1477a2fb752477e57465b263daa3075d91c8c81f201bb06446ad33194a624462,750,3,30,AST and structural risk scan; focused review with cited finding,F19
src/lava/magma/core/learning/random.py,07 Learning,4603,2282b5f0c3ac5a3157c7117905db3d3934bf5b83d83649158e8e2b4df66b823c,139,3,11,AST and structural risk scan; focused review with cited finding,F18
src/lava/magma/core/learning/string_symbols.py,07 Learning,685,43b870e8c6bf620593b615bb13e7b6a8474feb15d845e064d6d02c75c0cc9854,44,0,0,AST and structural risk scan,
src/lava/magma/core/learning/symbolic_equation.py,07 Learning,23794,d593823376bbf7e26b87d660a6b115829d6b307309dd8039e2b4c19cca2ef2c8,885,17,55,AST and structural risk scan; focused review with cited finding,F19
src/lava/magma/core/learning/utils.py,07 Learning,2125,d056c72133a296cda1a1561fdbfed758985018b8ded75f924d0ce1ee2cf0b79d,78,0,3,AST and structural risk scan,
src/lava/magma/core/model/interfaces.py,03 Core API,1071,534c0c7631ef6ef64e51a46c37349a879e926b9d11dbadc563552486837ec91b,39,1,5,AST and structural risk scan,
src/lava/magma/core/model/model.py,03 Core API,5193,b3555a4d2fbdef18b9c132e59f43e05b5567dbfbb8343b2ec1f982387f5b4064,107,1,2,AST and structural risk scan,
src/lava/magma/core/model/py/connection.py,03 Core API,54845,7d8896ac0b8cf17b71148c8e6c47d1d9c3179c98fbc8a106e31a44d4c712fcf6,1566,4,54,AST and structural risk scan,
src/lava/magma/core/model/py/model.py,03 Core API,26541,4ca5dcfa1e347171cb12925d34c10d6b16ec560defb1be3cb3c091324939fd79,777,6,44,AST and structural risk scan; focused review with cited finding,F12 F32
src/lava/magma/core/model/py/neuron.py,03 Core API,3100,efad808d5aae4d0f3430fa758a410d8b2bae69c2e7cc1dbf44b525fb347b2112,105,3,3,AST and structural risk scan,
src/lava/magma/core/model/py/ports.py,03 Core API,36582,9e0b2079d166aaa1a3ac7b4d268b5d07dc97ce4f871dad15b01058f226694150,1015,27,54,AST and structural risk scan,
src/lava/magma/core/model/py/type.py,03 Core API,458,c45d9b517dfa0298a3a899209045ebab44b0469de869d0065c77dc2a0eec8187,16,1,0,AST and structural risk scan,
src/lava/magma/core/model/spike_type.py,03 Core API,352,1db326a7dd0ee1f4fe4398c8796d8223cff29246d1b0629e276714de912a1e58,16,1,0,AST and structural risk scan,
src/lava/magma/core/model/sub/model.py,03 Core API,2914,03b0522780fd94a6fcce1e157c6ff793221e833660e23f19c94482c406d814fe,71,1,2,AST and structural risk scan,
src/lava/magma/core/process/connection.py,03 Core API,3781,1d91f0c7f6712f1cee459231705caab35f80e6fbd6ce6b50f25bae66b4c7ee70,108,1,1,AST and structural risk scan,
src/lava/magma/core/process/interfaces.py,03 Core API,2285,a84d30d3ae13e126fe5d8066b6e2a74060b109a3b23e1d9062157c95bce9e47a,79,2,10,AST and structural risk scan; focused review with cited finding,F06
src/lava/magma/core/process/message_interface_enum.py,03 Core API,194,634d787b5fba8d2dd366c01718be46979068c367bc8d28359b79c4ce2279b332,9,1,0,AST and structural risk scan,
src/lava/magma/core/process/neuron.py,03 Core API,1690,ecc6bce57a27ef2a430994150852e1b9e343427d07cf33795c5a5500e283d792,59,1,1,AST and structural risk scan,
src/lava/magma/core/process/ports/connection_config.py,03 Core API,1841,7e908bc8d98fc6f4316377509ad54021d162a0f7111827b21c55d7f68d1815ac,60,4,0,AST and structural risk scan,
src/lava/magma/core/process/ports/exceptions.py,03 Core API,2763,160cc9b448ed568a91467f672e30485c0e4ac9872d0c5bcb293ccefb46d1240b,90,7,7,AST and structural risk scan,
src/lava/magma/core/process/ports/ports.py,03 Core API,42320,176f546874deb3d105cee79099d8926847f9d79da01039adf5ec385c27eec282,1023,14,51,AST and structural risk scan,
src/lava/magma/core/process/ports/reduce_ops.py,03 Core API,439,df920624fafcc082ef5e30022a41a64adf3eca2ea321fe8af3f77a8078c2cc75,15,2,0,AST and structural risk scan,
src/lava/magma/core/process/process.py,03 Core API,25959,d82fa58af871ced861a85e7aadaaf17d0e19b0bff6fe7aae43b7e3536ef7226a,653,6,53,AST and structural risk scan; focused review with cited finding,F05 F07 F15 F32
src/lava/magma/core/process/variable.py,03 Core API,9145,f3915bdb0ba6e026b3e13375a9a302281fc0eabd5362261ed3ab09e7e493b46a,231,2,13,AST and structural risk scan; focused review with cited finding,F07
src/lava/magma/core/resources.py,03 Core API,3605,da1281c9f7bef934ee7c6bc77abd081a482fba2d8bc4cc4bb0de9dbf4947daf4,132,26,0,AST and structural risk scan,
src/lava/magma/core/run_conditions.py,03 Core API,1502,1518b004e4bd0e168327e8d50567a7496b2fec2974b4dbb50b8d83d771aadabc,51,3,3,AST and structural risk scan; focused review with cited finding,F06
src/lava/magma/core/run_configs.py,03 Core API,22435,0f2ee2902d2c32ab4ccb3f38d65b81a8158a45200f931dad1e1d703a57c1a966,479,10,16,AST and structural risk scan; focused review with cited finding,F11
src/lava/magma/core/sync/domain.py,03 Core API,1506,8131e27960b49c525cbff9139ab6c1ef7c84e5e10db3211dec0800e1123dedb3,51,1,3,AST and structural risk scan,
src/lava/magma/core/sync/protocol.py,03 Core API,1107,2912794dd16e0f2845f600e2e9171771e229c96870f61b7a36db6dcd27feec1a,33,1,1,AST and structural risk scan,
src/lava/magma/core/sync/protocols/async_protocol.py,03 Core API,1523,f89a2976057758aff4b297dff38fb234213353ac937926f7b59d617c4ad42f6e,47,1,1,AST and structural risk scan,
src/lava/magma/core/sync/protocols/loihi_protocol.py,03 Core API,4386,5fb3e69e557d4310fb346ee813b6866c428ac955771d7996df9c39829eb3fd17,134,3,1,AST and structural risk scan,
src/lava/magma/runtime/LICENSE,05 Runtime,26529,a1a33180d02960ab1c5de36cf20b1a2f0fe9888d83826ad263da5db52f1b183b,511,0,0,inventory and content classification,
src/lava/magma/runtime/message_infrastructure/factory.py,05 Runtime,718,48ca94691ebd681215f5f1d33ab415bee9e5f970bbb49ed75e31a91cb2e0b681,20,1,1,AST and structural risk scan,
src/lava/magma/runtime/message_infrastructure/message_infrastructure_interface.py,05 Runtime,1635,482661db8a3a837daedc2c1d79c25ddcc55c5107c77b41af07da4bf2314dc3a6,45,1,5,AST and structural risk scan,
src/lava/magma/runtime/message_infrastructure/multiprocessing.py,05 Runtime,4870,d86bd3b40edf9584280ac34d502dc07da5f73300ac6f7ec705de56edf0c64b0f,148,6,11,AST and structural risk scan; focused review with cited finding,F12 F13
src/lava/magma/runtime/message_infrastructure/nx.py,05 Runtime,1400,83aed5fc898ef8163bfb252607415bcac541cacc228104ade88659f23617ef20,40,1,5,AST and structural risk scan,
src/lava/magma/runtime/message_infrastructure/shared_memory_manager.py,05 Runtime,1005,0b747f476fbb95a555ff41be5607967daf603f29728dd25449b6ec8bb289b26a,31,1,4,AST and structural risk scan; focused review with cited finding,F13
src/lava/magma/runtime/mgmt_token_enums.py,05 Runtime,2440,a9108feddbcd7e0f9c09ebbd6e2c46b61a596bbdc55971c4bce987278ad4bf70,75,2,2,AST and structural risk scan,
src/lava/magma/runtime/runtime.py,05 Runtime,26741,65b2b2dbb9f14bffef6e1e97dbb4b48305fd45e75a03cd6bb5d908ea91bf8efe,627,1,25,AST and structural risk scan; focused review with cited finding,F13 F14 F15
src/lava/magma/runtime/runtime_services/channel_broker/channel_broker.py,05 Runtime,8253,ee29c401756d07c4cdeaa2aae6076e86dfc5adea9c2009f9450d9ec2d0936b14,231,9,9,AST and structural risk scan,
src/lava/magma/runtime/runtime_services/enums.py,05 Runtime,1324,ad9de35ac308b03e58e57241f7369f7729679b6739ec7f515c346ac9214efcf2,45,3,0,AST and structural risk scan,
src/lava/magma/runtime/runtime_services/interfaces.py,05 Runtime,1159,f011f77004d4968866b5b3972e910e4e31cd5d66610ae67a5ea91d6d1663ccbe,42,1,5,AST and structural risk scan,
src/lava/magma/runtime/runtime_services/runtime_service.py,05 Runtime,22589,fb83ca0da026817ff021f9b2fc2ad50134cf3e2fdd4d819905356490f6c7a746,525,6,22,AST and structural risk scan,
src/lava/networks/gradedvecnetwork.py,09 IO and networks,9635,5cecc210db434647a88ac81ca1206bc4424768d9feff30c20b5c2474106248c7,324,8,12,AST and structural risk scan; focused review with cited finding,F24
src/lava/networks/network.py,09 IO and networks,4781,d1cfb3c98277f39e0145a3f58cf3850f671e0492da3327eab5dc108d6515e221,154,4,8,AST and structural risk scan; focused review with cited finding,F24 F32
src/lava/networks/resfire.py,09 IO and networks,1514,f827b282832f5a0e16d90e4b7d33c78e95fd8139120a1aa959215c18f9b38ed3,45,1,2,AST and structural risk scan,
src/lava/proc/LICENSE,08 Process library,1525,2fc72aaf20ab062a8f6686da676f75dad6d4927b3bc2bb234b32612bd89861c5,29,0,0,inventory and content classification,
src/lava/proc/atrlif/models.py,08 Process library,11518,ec9cb72afbe7f72e823555aba47196092f88b98d68b730c104064439df6247f1,267,2,10,AST and structural risk scan; focused review with cited finding,F23
src/lava/proc/atrlif/process.py,08 Process library,5054,131565cf0f4f0908b84799fc09aa4435f075af15811eb6d2fe36bfc34f6535ed,138,1,1,AST and structural risk scan,
src/lava/proc/bit_check/models.py,08 Process library,3904,b8630a0c2f9c8fd7e9989fb1a0ad004ff57e1cd7622d59e8ad80b4ca9577bb35,117,3,6,AST and structural risk scan,
src/lava/proc/bit_check/process.py,08 Process library,3031,df7903bb756c6b3b3f369e25706104195b8861bd918e84748aa1a392353911e1,93,1,4,AST and structural risk scan,
src/lava/proc/clp/id_broadcast/models.py,08 Process library,1140,826a350690d63fc00bfde9015ed387960e83fec69e1ca6e19b9e67eae9d14a1f,32,1,1,AST and structural risk scan,
src/lava/proc/clp/id_broadcast/process.py,08 Process library,1146,be3a5193e77d20d354250f8bd7c8daa0b68aecfa4ec1369c20e64a23e8c184ec,34,1,1,AST and structural risk scan,
src/lava/proc/clp/novelty_detector/models.py,08 Process library,2648,4adaf28a1ebeee0f13a00c10ad27dc7effebac4a0028a945fafad3463598b6ac,71,1,2,AST and structural risk scan,
src/lava/proc/clp/novelty_detector/process.py,08 Process library,1710,179698f3333db1ee0f2dd022bf2d405fcdbdba52046a58bd9288c25f49da9b2f,44,1,1,AST and structural risk scan,
src/lava/proc/clp/nsm/models.py,08 Process library,6473,ce94201ebf3a90a584997d4355a6c7d9094539864296bf1912bffc00167064af,149,2,3,AST and structural risk scan; focused review with cited finding,F23
src/lava/proc/clp/nsm/process.py,08 Process library,3648,5fbf2d3724a4c879eb0f4cdfbe23ba0602a7a384a80a4b9349ef91c9057f8270,88,2,2,AST and structural risk scan,
src/lava/proc/clp/prototype_lif/models.py,08 Process library,4781,e63735555a3579b6e47d39c0dfd45f4f439bfff38bb4d0ac359d39eda29fdacb,117,1,4,AST and structural risk scan,
src/lava/proc/clp/prototype_lif/process.py,08 Process library,1750,0d010c6f9754575f9ed26702bb8f6bf19a98ced1e0417d948f0fd9854d486dc1,52,1,1,AST and structural risk scan,
src/lava/proc/conv/models.py,08 Process library,2946,d5672836b15765424d9b61b0830edf33ecd0c787e30ab4bbde77ee486f3fdd4f,79,3,3,AST and structural risk scan,
src/lava/proc/conv/process.py,08 Process library,5954,34c851409f88ff82d6121de70f23a1455095906b6512d5cc1a3679698d8f8622,145,1,4,AST and structural risk scan,
src/lava/proc/conv/utils.py,08 Process library,16220,5f7492485db56b7658992449f87f15f36daeb91ff28ad614e03614bdfebb2d61,491,1,14,AST and structural risk scan,
src/lava/proc/conv_in_time/models.py,08 Process library,4146,0e0757c44591af1567049cd45f39b9ba5f1b57dd8b77bd041c7b02f3777b845a,99,3,4,AST and structural risk scan; focused review with cited finding,F21
src/lava/proc/conv_in_time/process.py,08 Process library,3391,6680d394f81b74fc90007cad19d4ac04203be0580e3f4c15d3427842b260c5ea,86,1,2,AST and structural risk scan,
src/lava/proc/dense/models.py,08 Process library,14951,6015d3453173aa57fae8681e1176320f49d8ea489a2d434649516f823fa82141,352,9,13,AST and structural risk scan,
src/lava/proc/dense/process.py,08 Process library,11632,2101794fdfbc24d6dfabe89d2f1beee0af4f31234d8f3a6da56aa487dc521fa9,277,3,5,AST and structural risk scan; focused review with cited finding,F20
src/lava/proc/graded/models.py,08 Process library,7521,ad9d78e6878d99f9ba444c50faf0246f834abd3c73686fdd54a6faa8c40c1cab,254,7,8,AST and structural risk scan,
src/lava/proc/graded/process.py,08 Process library,5277,6235ca36103fb180034f8cf338e2d8dc53ada0c6353a2d49ed31463baa3fdfcd,197,4,9,AST and structural risk scan,
src/lava/proc/io/__init__.py,09 IO and networks,293,024226923f304428dfcef7edcc7e7b3850708890b344599a2620d771cad8bd2d,8,0,0,AST and structural risk scan,
src/lava/proc/io/dataloader.py,09 IO and networks,7532,de92edbed58072cf63c3eff13d241d03fae9a6ae5c5b679eb367e4f095d9823a,215,10,13,AST and structural risk scan; focused review with cited finding,F25
src/lava/proc/io/encoder.py,09 IO and networks,11595,8f31ba28aa24047afee24132845efce330d8dde769831eed9edc9db94f6af663,295,5,11,AST and structural risk scan,
src/lava/proc/io/extractor.py,09 IO and networks,10034,0fe33c6ee827175e31a5aa6f24994346be3e3039ff569e86038f0bc2343ea0f6,277,5,14,AST and structural risk scan,
src/lava/proc/io/injector.py,09 IO and networks,6333,e926ae5cec559e42a8ae8002d9c637f65d54e0c18f99b2a8ba73b989f68f2a9e,171,3,8,AST and structural risk scan,
src/lava/proc/io/reset.py,09 IO and networks,2740,114c430bdd6141c4d075830de52d2c07377687f7fa16978e4c098b19589384a0,81,4,4,AST and structural risk scan,
src/lava/proc/io/sink.py,09 IO and networks,4831,b5ab5c751bea97e2a4d2dbdc86f9c1b78cbf5c76ac3cb255e6e1b193de4a4092,148,8,7,AST and structural risk scan,
src/lava/proc/io/source.py,09 IO and networks,2020,78f7739e693d0ffa3980afa1a3f6115593005957170da8034a591b8e1e36f741,61,4,2,AST and structural risk scan; focused review with cited finding,F25
src/lava/proc/io/utils.py,09 IO and networks,8266,256b0456eccccbb68adfa081013ad6cad4ea91b14fb2d302ef3653468f0a56ba,282,4,12,AST and structural risk scan; focused review with cited finding,F25
src/lava/proc/learning_rules/r_stdp_learning_rule.py,08 Process library,3083,acb922bea6aecfdfe77eac1c229de76f9f8ddf2e6f425b5da25dda40d347cb16,84,1,1,AST and structural risk scan,
src/lava/proc/learning_rules/stdp_learning_rule.py,08 Process library,1991,8f394bc898321acb95f52cdc96352d48dda9ac0ce4a9a43619a90e81ddc395f0,68,1,1,AST and structural risk scan,
src/lava/proc/lif/models.py,08 Process library,21049,7288bef7f53eee2960b91d5b2f3e47cf589618f0172bb8eb27f09d4e90c39a31,561,11,39,AST and structural risk scan; focused review with cited finding,F23
src/lava/proc/lif/process.py,08 Process library,15487,46926dec8fb47001f2b318ce4aa7e5533227629a2b5669125bdb4e0c89cc3861,418,6,6,AST and structural risk scan,
src/lava/proc/monitor/models.py,08 Process library,2646,f80c5cccdaed1c353180a79d3f6ef3e613c37053f3acbc8c44dc2b783fefc7fe,61,1,3,AST and structural risk scan; focused review with cited finding,F26
src/lava/proc/monitor/process.py,08 Process library,10813,7348617d48543d4976ba23736dc9c54dd61054c19bc6528b6181befec1d69d92,268,1,5,AST and structural risk scan; focused review with cited finding,F26
src/lava/proc/prodneuron/models.py,08 Process library,1413,ae3cac04d18f3d8645b0f6b79d2fd9687d292b4a757fad3e39bb2478115a8a84,38,1,1,AST and structural risk scan,
src/lava/proc/prodneuron/process.py,08 Process library,1382,7cfde7801e430a41915e7c692009fb719e4d29aed63fefbb0a5d2167c4c96158,50,1,2,AST and structural risk scan,
src/lava/proc/receiver/models.py,08 Process library,1074,f1872e6cb635200e0752e899c0b567611ad5bff12ebbc8bcf6b91df179c6cf5f,30,1,1,AST and structural risk scan,
src/lava/proc/receiver/process.py,08 Process library,2038,7baf4887314fbc213b407d2a914869211cdc46c69f19137aedd570499c0be10a,59,2,2,AST and structural risk scan,
src/lava/proc/resfire/models.py,08 Process library,1721,94e057c90cfd5e44233fb2c09154eb316990fcf11d654ef5e93ac4634eb59597,49,1,1,AST and structural risk scan,
src/lava/proc/resfire/process.py,08 Process library,2139,7a53195c69dfb2a9a24ae30c47ed772e5f84153eec3ea742a2afe207401f8473,65,1,2,AST and structural risk scan,
src/lava/proc/rf/models.py,08 Process library,5997,67bd619e7465471517a9cc8e070cbf346abee702f611eb48e700f4608ffcc38a,145,4,8,AST and structural risk scan,
src/lava/proc/rf/process.py,08 Process library,3591,367a38b39d4b9e7d84cf1ac4d08dd093028c41cc979720077fd17fb0a3caae15,88,1,2,AST and structural risk scan,
src/lava/proc/rf_iz/models.py,08 Process library,2464,3d723bb9fa22cdda61c0eab02e807f0c09cb38d5e2445fa8d525165fe081d122,58,2,2,AST and structural risk scan,
src/lava/proc/rf_iz/process.py,08 Process library,181,3bd5212ed0409801bed4065ef34f106f8682854917f15d77806dbc9cbe5af286,9,1,0,AST and structural risk scan,
src/lava/proc/s4d/models.py,08 Process library,8897,016caa0bf473e2838a9297c2e26212487e7d7ce6dbd275466adde63207720a8a,234,4,6,AST and structural risk scan; focused review with cited finding,F22 F32
src/lava/proc/s4d/process.py,08 Process library,8746,535afeb70a2966e26b07885a80bd4ee08ce65077dbfeb562734d5b844e68769a,244,3,5,AST and structural risk scan; focused review with cited finding,F22
src/lava/proc/sdn/models.py,08 Process library,10579,129d9fba8b83ffba8e3ede44186eeb618cdc9ea43f241b0cb86a93edcb313e0a,316,10,12,AST and structural risk scan; focused review with cited finding,F23
src/lava/proc/sdn/process.py,08 Process library,7414,39676df03d29ea67b0aa690d1e0cbecf0986d344c6f3f10439fcf81312bceca4,198,4,6,AST and structural risk scan,
src/lava/proc/sparse/models.py,08 Process library,16020,6849ea7f806e2b48e34d03db12fe2876713c26ce897ddf511e03b0127ae93dbe,372,9,13,AST and structural risk scan,
src/lava/proc/sparse/process.py,08 Process library,12181,916f9bd35df361f5be4849a297ca8e480e8ec8a87a7f983c1f6aee453b3f2a6d,294,3,5,AST and structural risk scan; focused review with cited finding,F20
src/lava/proc/spiker/models.py,08 Process library,1421,fee83e809443cf9a54db39cc05f22d950fc780ce4136a42380ed06aaefd06191,39,1,1,AST and structural risk scan,
src/lava/proc/spiker/process.py,08 Process library,4091,cb2c1e41a49fca7f718cef07f32d2f51f8591013a1b3de542045bdd2f1c2eed4,114,2,3,AST and structural risk scan,
src/lava/utils/LICENSE,10 Utilities,1525,2fc72aaf20ab062a8f6686da676f75dad6d4927b3bc2bb234b32612bd89861c5,29,0,0,inventory and content classification,
